BHAC15 tracks and internal structure for low mass stars (0.07 Msun to 1.4 Msun)

M/Ms: mass of the star in units of solar mass 
log t: age of the star (in yr)
Teff: effective temperature (in K)
L/Ls: log luminosity in units of solar luminosity (value used Ls=3.839d+33)
g: log g  (surface gravity)
R/Rs : radius of the star in units of solar radius    (value used Rs=6.96d10)
Li/Li0: ratio of surface lithium abundance to initial abundance
log Tc : log of central temprature
log ROc: log of central density (in gr/cc)
Mrad: mass of radiative core (in solar mass)
Rrad: radius of radiatif core (in solar radius)
k2conv: convective gyration radius 
k2rad: radiative gyration radius


------------------------------------------------------------------------
NOTE: Adopted convention to calculate the gyration radii:

k2conv=[ I/(R**2 * Mstar) ]**(1/2)

with I the moment of inertia defined here by :

I = 2/3 integral(r**2 * dm) 
with the integral over the mass of the convective region

Same for k2rad, corresponding to the radiative zone.
(Make sure you take the factor 2/3 into account)

Example: To calculate the moment of inertia of a 1 Msun star at t = 4.6 Gyr, 
the table gives

k2conv= 8.993E-02  
k2rad= 2.519E-01

k2**2 = k2conv**2 + k2rad**2 ~ 0.071 ===> I = 3/2 * k2**2 ~ 0.107

(Which is the expected value of the moment of intertia for the Sun)

END OF NOTE
-----------------------------------------------------------------------------

!-------------------------------------------------------------------------------------------------------------------
! M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0  log Tc  log ROc   Mrad     Rrad       k2conv      k2rad
!-------------------------------------------------------------------------------------------------------------------
 0.500     7.913     3671.  -1.399  4.748  0.495    0.000   6.878   1.8151  0.3355   2.829E-01  3.344E-01  2.588E-01
 0.500     7.921     3673.  -1.400  4.751  0.493    0.000   6.881   1.8233  0.3383   2.832E-01  3.322E-01  2.603E-01
 0.500     7.929     3676.  -1.401  4.753  0.492    0.000   6.883   1.8314  0.3411   2.835E-01  3.298E-01  2.618E-01
 0.500     7.946     3682.  -1.403  4.758  0.489    0.000   6.889   1.8473  0.3467   2.841E-01  3.251E-01  2.648E-01
 0.500     7.954     3685.  -1.404  4.760  0.488    0.000   6.891   1.8551  0.3523   2.863E-01  3.208E-01  2.687E-01
 0.500     7.962     3689.  -1.405  4.763  0.486    0.000   6.894   1.8628  0.3551   2.866E-01  3.183E-01  2.702E-01
 0.500     7.971     3692.  -1.406  4.765  0.485    0.000   6.897   1.8703  0.3579   2.869E-01  3.158E-01  2.717E-01
 0.500     7.980     3695.  -1.407  4.768  0.484    0.000   6.900   1.8777  0.3607   2.873E-01  3.133E-01  2.732E-01
 0.500     7.989     3698.  -1.408  4.770  0.482    0.000   6.903   1.8850  0.3635   2.877E-01  3.107E-01  2.747E-01
 0.500     8.007     3705.  -1.409  4.774  0.480    0.000   6.909   1.8982  0.3663   2.867E-01  3.077E-01  2.754E-01
 0.500     8.016     3708.  -1.410  4.777  0.479    0.000   6.912   1.9040  0.3691   2.872E-01  3.052E-01  2.770E-01
 0.500     8.024     3711.  -1.410  4.779  0.477    0.000   6.914   1.9094  0.3719   2.879E-01  3.026E-01  2.787E-01
 0.500     8.033     3714.  -1.411  4.781  0.476    0.000   6.917   1.9144  0.3747   2.886E-01  3.000E-01  2.804E-01
 0.500     8.041     3716.  -1.412  4.782  0.475    0.000   6.920   1.9189  0.3775   2.894E-01  2.974E-01  2.822E-01
 0.500     8.049     3719.  -1.412  4.784  0.474    0.000   6.922   1.9229  0.3775   2.883E-01  2.971E-01  2.816E-01
 0.500     8.070     3725.  -1.414  4.789  0.472    0.000   6.929   1.9311  0.3831   2.897E-01  2.917E-01  2.852E-01
 0.500     8.079     3727.  -1.415  4.791  0.471    0.000   6.932   1.9337  0.3831   2.885E-01  2.914E-01  2.848E-01
 0.500     8.087     3728.  -1.416  4.793  0.470    0.000   6.934   1.9354  0.3859   2.897E-01  2.888E-01  2.869E-01
 0.500     8.094     3730.  -1.417  4.794  0.469    0.000   6.936   1.9368  0.3859   2.889E-01  2.887E-01  2.866E-01
 0.500     8.102     3731.  -1.418  4.796  0.468    0.000   6.938   1.9379  0.3887   2.902E-01  2.860E-01  2.889E-01
 0.500     8.109     3732.  -1.419  4.797  0.467    0.000   6.940   1.9386  0.3887   2.895E-01  2.859E-01  2.887E-01
 0.500     8.124     3733.  -1.422  4.800  0.466    0.000   6.944   1.9392  0.3915   2.904E-01  2.832E-01  2.911E-01
 0.500     8.131     3733.  -1.423  4.802  0.465    0.000   6.945   1.9390  0.3915   2.898E-01  2.832E-01  2.911E-01
 0.500     8.145     3733.  -1.426  4.804  0.463    0.000   6.948   1.9380  0.3915   2.888E-01  2.832E-01  2.913E-01
 0.500     8.151     3733.  -1.427  4.806  0.463    0.000   6.949   1.9371  0.3915   2.884E-01  2.832E-01  2.914E-01
 0.500     8.165     3732.  -1.430  4.808  0.461    0.000   6.951   1.9349  0.3936   2.893E-01  2.813E-01  2.938E-01
 0.500     8.172     3731.  -1.432  4.810  0.461    0.000   6.952   1.9336  0.3936   2.890E-01  2.814E-01  2.941E-01
 0.500     8.185     3729.  -1.435  4.812  0.459    0.000   6.953   1.9306  0.3936   2.886E-01  2.816E-01  2.949E-01
 0.500     8.191     3728.  -1.437  4.813  0.459    0.000   6.953   1.9290  0.3915   2.868E-01  2.837E-01  2.934E-01
 0.500     8.204     3725.  -1.441  4.815  0.458    0.000   6.954   1.9255  0.3915   2.866E-01  2.839E-01  2.943E-01
 0.500     8.210     3723.  -1.442  4.816  0.457    0.000   6.954   1.9238  0.3915   2.866E-01  2.841E-01  2.947E-01
 0.500     8.222     3720.  -1.446  4.818  0.456    0.000   6.954   1.9200  0.3915   2.866E-01  2.844E-01  2.957E-01
 0.500     8.235     3717.  -1.449  4.820  0.455    0.000   6.954   1.9163  0.3887   2.846E-01  2.873E-01  2.942E-01
 0.500     8.241     3715.  -1.450  4.821  0.455    0.000   6.954   1.9146  0.3887   2.847E-01  2.875E-01  2.946E-01
 0.500     8.253     3712.  -1.453  4.822  0.454    0.000   6.954   1.9109  0.3887   2.849E-01  2.878E-01  2.956E-01
 0.500     8.262     3710.  -1.455  4.823  0.454    0.000   6.953   1.9087  0.3859   2.830E-01  2.906E-01  2.937E-01
 0.500     8.271     3708.  -1.456  4.823  0.454    0.000   6.953   1.9063  0.3859   2.833E-01  2.908E-01  2.943E-01
 0.500     8.283     3706.  -1.458  4.824  0.453    0.000   6.952   1.9036  0.3859   2.835E-01  2.911E-01  2.950E-01
 0.500     8.296     3703.  -1.460  4.824  0.453    0.000   6.952   1.9008  0.3831   2.819E-01  2.939E-01  2.932E-01
 0.500     8.311     3701.  -1.461  4.824  0.453    0.000   6.951   1.8979  0.3831   2.823E-01  2.941E-01  2.938E-01
 0.500     8.329     3699.  -1.462  4.824  0.453    0.000   6.950   1.8949  0.3803   2.809E-01  2.968E-01  2.920E-01
 0.500     8.350     3697.  -1.462  4.824  0.453    0.000   6.950   1.8918  0.3803   2.814E-01  2.970E-01  2.925E-01
 0.500     8.373     3695.  -1.463  4.823  0.453    0.000   6.949   1.8886  0.3775   2.800E-01  2.996E-01  2.905E-01
 0.500     8.399     3694.  -1.463  4.823  0.454    0.000   6.948   1.8854  0.3775   2.806E-01  2.998E-01  2.909E-01
 0.500     8.429     3692.  -1.462  4.822  0.454    0.000   6.947   1.8820  0.3747   2.793E-01  3.024E-01  2.889E-01
 0.500     8.462     3691.  -1.462  4.821  0.455    0.000   6.946   1.8786  0.3747   2.799E-01  3.025E-01  2.893E-01
 0.500     8.499     3689.  -1.462  4.820  0.455    0.000   6.946   1.8750  0.3747   2.805E-01  3.027E-01  2.897E-01
 0.500     8.539     3688.  -1.462  4.819  0.456    0.000   6.945   1.8714  0.3719   2.792E-01  3.052E-01  2.877E-01
 0.500     8.577     3686.  -1.462  4.818  0.456    0.000   6.944   1.8678  0.3719   2.798E-01  3.054E-01  2.881E-01
 0.500     8.612     3685.  -1.461  4.818  0.457    0.000   6.943   1.8647  0.3719   2.803E-01  3.056E-01  2.885E-01
 0.500     8.645     3684.  -1.461  4.817  0.457    0.000   6.943   1.8621  0.3691   2.790E-01  3.080E-01  2.863E-01
 0.500     8.675     3683.  -1.461  4.816  0.457    0.000   6.942   1.8600  0.3691   2.793E-01  3.081E-01  2.866E-01
 0.500     8.703     3682.  -1.461  4.816  0.457    0.000   6.942   1.8582  0.3691   2.797E-01  3.082E-01  2.868E-01
 0.500     8.729     3682.  -1.461  4.815  0.458    0.000   6.941   1.8571  0.3691   2.799E-01  3.083E-01  2.869E-01
 0.500     8.754     3682.  -1.460  4.815  0.458    0.000   6.941   1.8562  0.3691   2.801E-01  3.083E-01  2.870E-01
 0.500     8.778     3681.  -1.460  4.815  0.458    0.000   6.941   1.8553  0.3663   2.785E-01  3.106E-01  2.847E-01
 0.500     8.800     3681.  -1.460  4.814  0.458    0.000   6.940   1.8545  0.3663   2.787E-01  3.106E-01  2.848E-01
 0.500     8.822     3681.  -1.460  4.814  0.458    0.000   6.940   1.8536  0.3663   2.789E-01  3.107E-01  2.849E-01
 0.500     8.842     3681.  -1.460  4.814  0.459    0.000   6.940   1.8535  0.3663   2.790E-01  3.107E-01  2.849E-01
 0.500     8.861     3680.  -1.459  4.813  0.459    0.000   6.939   1.8533  0.3663   2.791E-01  3.107E-01  2.849E-01
 0.500     8.880     3680.  -1.459  4.813  0.459    0.000   6.939   1.8529  0.3663   2.792E-01  3.107E-01  2.850E-01
 0.500     8.897     3680.  -1.459  4.813  0.459    0.000   6.939   1.8525  0.3663   2.793E-01  3.108E-01  2.850E-01
 0.500     8.915     3680.  -1.459  4.813  0.459    0.000   6.939   1.8521  0.3663   2.795E-01  3.108E-01  2.851E-01
 0.500     8.931     3680.  -1.459  4.812  0.459    0.000   6.939   1.8523  0.3663   2.795E-01  3.108E-01  2.850E-01
 0.500     8.947     3680.  -1.459  4.812  0.459    0.000   6.939   1.8523  0.3663   2.796E-01  3.108E-01  2.850E-01
 0.500     8.962     3680.  -1.458  4.812  0.460    0.000   6.938   1.8521  0.3663   2.797E-01  3.108E-01  2.851E-01
 0.500     8.977     3680.  -1.458  4.812  0.460    0.000   6.938   1.8525  0.3663   2.797E-01  3.108E-01  2.850E-01
 0.500     8.991     3680.  -1.458  4.812  0.460    0.000   6.938   1.8527  0.3663   2.798E-01  3.108E-01  2.850E-01
 0.500     9.005     3680.  -1.458  4.811  0.460    0.000   6.938   1.8526  0.3663   2.799E-01  3.108E-01  2.850E-01
 0.500     9.018     3680.  -1.458  4.811  0.460    0.000   6.938   1.8523  0.3663   2.800E-01  3.108E-01  2.850E-01
 0.500     9.031     3680.  -1.457  4.811  0.460    0.000   6.937   1.8526  0.3663   2.800E-01  3.108E-01  2.850E-01
 0.500     9.044     3680.  -1.457  4.811  0.460    0.000   6.937   1.8531  0.3663   2.801E-01  3.108E-01  2.850E-01
 0.500     9.056     3680.  -1.457  4.811  0.460    0.000   6.937   1.8532  0.3663   2.801E-01  3.108E-01  2.850E-01
 0.500     9.068     3680.  -1.457  4.810  0.460    0.000   6.937   1.8534  0.3663   2.802E-01  3.108E-01  2.849E-01
 0.500     9.080     3680.  -1.457  4.810  0.460    0.000   6.936   1.8537  0.3663   2.802E-01  3.108E-01  2.849E-01
 0.500     9.091     3680.  -1.456  4.810  0.461    0.000   6.936   1.8539  0.3663   2.803E-01  3.108E-01  2.849E-01
 0.500     9.102     3680.  -1.456  4.810  0.461    0.000   6.936   1.8540  0.3663   2.804E-01  3.108E-01  2.849E-01
 0.500     9.113     3680.  -1.456  4.810  0.461    0.000   6.936   1.8540  0.3663   2.804E-01  3.108E-01  2.849E-01
 0.500     9.123     3680.  -1.456  4.809  0.461    0.000   6.936   1.8540  0.3663   2.805E-01  3.108E-01  2.849E-01
 0.500     9.134     3680.  -1.456  4.809  0.461    0.000   6.935   1.8541  0.3635   2.788E-01  3.130E-01  2.825E-01
 0.500     9.144     3680.  -1.456  4.809  0.461    0.000   6.935   1.8540  0.3635   2.788E-01  3.130E-01  2.825E-01
 0.500     9.153     3679.  -1.456  4.809  0.461    0.000   6.935   1.8541  0.3635   2.789E-01  3.130E-01  2.826E-01
 0.500     9.163     3679.  -1.455  4.809  0.461    0.000   6.935   1.8541  0.3635   2.790E-01  3.130E-01  2.826E-01
 0.500     9.172     3679.  -1.455  4.809  0.461    0.000   6.935   1.8539  0.3635   2.790E-01  3.131E-01  2.826E-01
 0.500     9.181     3679.  -1.455  4.808  0.461    0.000   6.934   1.8538  0.3635   2.791E-01  3.131E-01  2.826E-01
 0.500     9.190     3679.  -1.455  4.808  0.461    0.000   6.934   1.8537  0.3635   2.792E-01  3.131E-01  2.826E-01
 0.500     9.199     3679.  -1.455  4.808  0.462    0.000   6.934   1.8536  0.3635   2.792E-01  3.131E-01  2.826E-01
 0.500     9.208     3679.  -1.455  4.808  0.462    0.000   6.934   1.8535  0.3635   2.793E-01  3.131E-01  2.826E-01
 0.500     9.216     3679.  -1.455  4.808  0.462    0.000   6.934   1.8534  0.3635   2.793E-01  3.131E-01  2.826E-01
 0.500     9.225     3679.  -1.454  4.808  0.462    0.000   6.934   1.8536  0.3635   2.794E-01  3.131E-01  2.826E-01
 0.500     9.233     3679.  -1.454  4.808  0.462    0.000   6.934   1.8538  0.3635   2.794E-01  3.131E-01  2.826E-01
 0.500     9.241     3679.  -1.454  4.807  0.462    0.000   6.934   1.8539  0.3635   2.795E-01  3.131E-01  2.826E-01
 0.500     9.248     3679.  -1.454  4.807  0.462    0.000   6.933   1.8540  0.3635   2.795E-01  3.131E-01  2.826E-01
 0.500     9.256     3679.  -1.454  4.807  0.462    0.000   6.933   1.8541  0.3635   2.796E-01  3.131E-01  2.826E-01
 0.500     9.264     3679.  -1.454  4.807  0.462    0.000   6.933   1.8541  0.3635   2.796E-01  3.131E-01  2.826E-01
 0.500     9.271     3679.  -1.454  4.807  0.462    0.000   6.933   1.8541  0.3635   2.797E-01  3.131E-01  2.826E-01
 0.500     9.278     3679.  -1.454  4.807  0.462    0.000   6.933   1.8541  0.3635   2.797E-01  3.131E-01  2.826E-01
 0.500     9.286     3679.  -1.453  4.807  0.462    0.000   6.933   1.8541  0.3635   2.798E-01  3.131E-01  2.826E-01
 0.500     9.293     3679.  -1.453  4.807  0.462    0.000   6.933   1.8542  0.3635   2.798E-01  3.131E-01  2.826E-01
 0.500     9.300     3679.  -1.453  4.806  0.462    0.000   6.933   1.8542  0.3635   2.798E-01  3.131E-01  2.826E-01
 0.500     9.307     3679.  -1.453  4.806  0.462    0.000   6.933   1.8543  0.3635   2.799E-01  3.131E-01  2.826E-01
 0.500     9.313     3679.  -1.453  4.806  0.463    0.000   6.933   1.8543  0.3635   2.799E-01  3.131E-01  2.826E-01
 0.500     9.320     3679.  -1.453  4.806  0.463    0.000   6.933   1.8543  0.3635   2.800E-01  3.131E-01  2.826E-01
 0.500     9.326     3679.  -1.453  4.806  0.463    0.000   6.933   1.8544  0.3635   2.800E-01  3.131E-01  2.826E-01
 0.500     9.333     3679.  -1.453  4.806  0.463    0.000   6.932   1.8544  0.3635   2.800E-01  3.131E-01  2.826E-01
 0.500     9.339     3679.  -1.453  4.806  0.463    0.000   6.932   1.8545  0.3635   2.801E-01  3.131E-01  2.826E-01
 0.500     9.346     3679.  -1.452  4.806  0.463    0.000   6.932   1.8546  0.3635   2.801E-01  3.131E-01  2.826E-01
 0.500     9.352     3679.  -1.452  4.806  0.463    0.000   6.932   1.8546  0.3635   2.801E-01  3.131E-01  2.825E-01
 0.500     9.358     3679.  -1.452  4.805  0.463    0.000   6.932   1.8547  0.3635   2.802E-01  3.131E-01  2.825E-01
 0.500     9.364     3679.  -1.452  4.805  0.463    0.000   6.932   1.8547  0.3635   2.802E-01  3.131E-01  2.825E-01
 0.500     9.370     3679.  -1.452  4.805  0.463    0.000   6.932   1.8548  0.3635   2.802E-01  3.131E-01  2.825E-01
 0.500     9.376     3679.  -1.452  4.805  0.463    0.000   6.932   1.8549  0.3635   2.802E-01  3.131E-01  2.825E-01
